id,name,context,type
nutrition_overall_vitamin_a,Nhu cầu Vitamin A,"Trait: Nhu cầu Vitamin A 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Vitamin A có nguồn gốc động vật (retinol):
 Thịt bò, gan động vật và nội tạng. Tuy nhiên, các thực phẩm này cũng chứa nhiều cholesterol vì vậy hãy hạn chế sử dụng.
 Một số loại cá, chẳng hạn như cá hồi.
 Sữa tươi nguyên chất, phô mai, các sản phẩm từ sữa.
Vitamin A có nguồn gốc từ thực vật (carotenoids) khuyên dùng
 Các loại rau lá xanh, cam và vàng, như bông cải xanh, cà rốt, gấc, bí đỏ...
 Trái cây có màu vàng hoặc màu đỏ, bao gồm: dưa hấu, mơ và xoài.
 Ngũ cốc tăng cường sử dụng cho bữa sáng.
 Thực phẩm chức năng bổ sung vitamin A. 
Gioi thieu:Vitamin A là vi chất dinh dưỡng thiết yếu hỗ trợ cho da, mắt, sức khỏe sinh sản và chức năng miễn dịch. Có hai loại vitamin A chính: retinoid (nguồn gốc động vật) và carotenoid (nguồn gốc thực vật). Cả hai loại trên đều được gan chuyển thành retinol để lưu trữ hoặc vận chuyển đến các tế bào trong cơ thể.<br /> Da là cơ quan phản ứng với retinol, giúp hấp thụ vitamin A khi bôi tại chỗ. Retinol kích thích sự sản sinh tế bào da mới, giúp da cấp ẩm:<br />
Sự thiếu hụt retinol cũng có thể khiến tăng sừng nang lông, làm các sẩn nổi lên trên da.
Viện Da liễu Hoa Kỳ khuyến nghị sử dụng retinoid tại chỗ để điều trị mụn trứng cá ở cả thanh thiếu niên và người lớn.
Các nghiên cứu trên Toxicological Research Trusted Source cũng chỉ ra được rằng, retinol có hiệu quả trong việc kích thích sản xuất collagen và giảm nếp nhăn khi sử dụng tại chỗ.
Bên cạnh đó, carotenoid (vitamin A nguồn gốc thực vật) có nhiều chất chống oxy hóa. Nghiên cứu trên Tạp chí Dược phẩm và Sinh học Châu Âu cho thấy, một chế độ ăn uống giàu carotenoid, chẳng hạn như beta-carotene (dạng tiền vitamin A), có thể ngăn ngừa các tổn thương của tế bào, lão hóa da sớm và các bệnh về da khác.
 
Ket luan:Kiểu gen của bạn liên quan đến nhu cầu vitamin A ở mức bình thường. Tuy nhiên, nếu chế độ dinh dưỡng hàng ngày không cung cấp đủ vitamin A hoặc cách chế biến, bảo quản thực phẩm kém vẫn có thể khiến cơ thể thiếu hụt vi chất này.",trait
nutrition_overall_vitamin_b12,Nhu cầu Vitamin B12,"Trait: Nhu cầu Vitamin B12 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Nên sử dụng các loại ngũ cốc ăn liền có bổ sung vitamin B12, men dinh dưỡng, đậu & rau lên men, rong biển Nori nhằm thay thế vitamin B12 nguồn gốc động vật. Ngoài ra, xem kỹ thành phần dinh dưỡng ghi trên bao bì của sản phẩm để chọn nguồn vitamin B12 tổng hợp (nguồn gốc thực vật).
Bao gồm thịt và nội tạng động vật, ngao, cá mòi, thịt bò, cá ngừ, cá hồi, trứng, sữa… 
Một số nam giới trên 50 tuổi gặp khó khăn khi hấp thụ vitamin B12 tự nhiên trong thực phẩm, khi đó có thể cần bổ sung vitamin B12 và ăn các thực phẩm giàu vitamin này. 
Gioi thieu:Vitamin B12 (cobalamin) là một loại vitamin tan trong nước, đóng vai trò thiết yếu trong việc hình thành tế bào hồng cầu (tạo máu), chuyển hóa tế bào, chức năng thần kinh và tổng hợp DNA. Cơ thể có khả năng lưu trữ vitamin B12 trong vài năm nên trường hợp bị thiếu hụt vitamin B12 là rất hiếm.<br /> 
Nguồn thực phẩm giàu vitamin B12 bao gồm thịt gia cầm, cá và các sản phẩm từ sữa. Người ăn chay trường hoặc có vấn đề về đường tiêu hoá sẽ dễ bị thiếu hụt vitamin B12. Điều này dẫn đến tình trạng thiếu máu, mệt mỏi, yếu cơ, các vấn đề về đường ruột và làm tổn thương thần kinh, rối loạn tâm lý. Lượng vitamin B12 được khuyến nghị hàng ngày cho người lớn là 2,4 microgram.<br />
Vitamin B12 giúp thúc đẩy tóc, da và móng khỏe mạnh, thông qua việc sản xuất tế bào. Trên thực tế, nồng độ vitamin B12 thấp có thể gây ra các triệu chứng da liễu khác nhau. Chúng bao gồm: tăng sắc tố, đổi màu móng, thay đổi tóc, bạch biến và viêm góc cạnh miệng (viêm và nứt góc miệng).<br />Bổ sung vitamin B12 đã được chứng minh là cải thiện các triệu chứng da liễu ở những người bị thiếu B12.
 
Ket luan:Bạn có thể yên tâm theo đuổi chế độ ăn chay.
Bởi kiểu gen của bạn có liên quan đến nhu cầu vitamin B12 ở mức bình thường, ít có khuynh hướng thiếu hụt. Tuy nhiên, để tránh tình trạng cơ thể mệt mỏi, kiệt sức do thiếu vitamin B12 từ nguồn dinh dưỡng động vật, bạn nên cân đối khẩu phần, hạn chế ăn thuần chay trong thời gian dài.",trait
nutrition_overall_vitamin_b2,Nhu cầu Vitamin B2,"Trait: Nhu cầu Vitamin B2 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Như rong biển, mực nang, cá hồi, thịt bò, gan bò, trứng, cừu, đậu nành, quả bơ, hạnh nhân, hạt mè, phô mai hữu cơ.
Do vitamin B2 rất dễ tan trong nước và nhạy cảm với ánh sáng Mặt Trời, vì thế để giữ lượng vitamin B2, không nên ngâm rửa thực phẩm quá lâu trong nước (sau khi cắt thái); bảo quản ở nơi thoáng mát, tránh nắng chiếu trực tiếp. 
Ngoài ra, vitamin B2 khá bền nhiệt nên không cần lo lắng quá trình nấu nướng, khử khuẩn hay bảo quản đông lạnh sẽ làm vi chất này hao hụt, thất thoát. 
Gioi thieu:nan 
Ket luan:Kiểu gen của bạn có liên quan đến nhu cầu vitamin B2 ở mức thấp. Cơ thể ít khi bị thiếu hụt vi chất này.",trait
nutrition_overall_vitamin_b6,Nhu cầu Vitamin B6,"Trait: Nhu cầu Vitamin B6 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Các thực phẩm cần chú ý là sữa, thịt gia cầm, cá hồi, cá ngừ, gan, thịt bò, cà rốt, đậu xanh, chuối, khoai tây.
Nếu không đang bị thiếu hụt vitamin B6 hay những bệnh liên quan thì bạn không cần bổ sung vitamin B6 ở dạng thực phẩm chức năng. Việc sử dụng vitamin B6 quá liều có thể gây ảnh hưởng tiêu cực đến hệ thần kinh, tổn thương các giác quan. Bạn chỉ cần chăm chỉ ăn các loại rau xanh, trái cây, thịt cá... giàu vitamin B6. 
Gioi thieu:Vitamin B6, còn gọi là pyridoxine, gồm một số dẫn xuất, bao gồm pyridoxal, pyridoxal 5-phosphate và pyridoxamine. Các hợp chất này đều liên quan đến nhiều chức năng sinh học của thần kinh, tuần hoàn, thể chất. Vitamin B6 thuộc họ vitamin B phức tạp (Vitamin B-complex).<br /> Tất cả vitamin B, bao gồm vitamin B6, có vai trò thiết yếu đối với thể chất và tâm lý, cụ thể:
<b>Tác dụng nổi bật nhất là trị mụn, giảm lượng dầu trên da</b><br /> Sự thiếu hụt vitamin B6 có thể gây vàng da, viêm da dầu, có thể khiến mụn nặng thêm và tạo điều kiện cho vi khuẩn mụn phát triển trên da.
<ul><li>Khi thiếu vitamin B6, bạn sẽ thấy mệt mỏi, khó chịu, lo âu, trầm cảm.</li> <li>Vitamin bổ sung dưỡng chất cho da, tóc và móng.</li> <li>Duy trì chức năng thần kinh, chức năng gan, trao đổi chất, tăng cường năng lượng.</li> </ul>
 
Ket luan:Kiểu gen của bạn có liên quan đến nhu cầu vitamin B6 ở mức bình thường.",trait
nutrition_overall_vitamin_b9,Nhu cầu Vitamin B9,"Trait: Nhu cầu Vitamin B9 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Vitamin B9 rất dễ bị phá hủy trong quá trình chế biến, bảo quản và khâu chuẩn bị thức ăn. Ví dụ, 50-90% folate trong nhiều loại rau bị mất đi khi nấu ăn trong thời gian dài. Vì vậy, không nên nấu nướng quá lâu các thực phẩm giàu vitamin B9 để tránh dưỡng chất bị hao hụt.
Bông cải xanh, súp lơ, quả bơ, bí đao, măng tây; các loại cây họ đậu (đậu bắp), xà lách, rau diếp, rau bina; nấm, cà chua, ớt chuông, cam, chanh, chuối; gan, thịt bò, cua bể; các loại hạt và ngũ cốc.
Uống các loại nước ép tươi và ăn salad cũng là một cách tốt để bổ sung vitamin B9. 
Gioi thieu:Vitamin B9 hòa tan trong nước và giúp loại bỏ các độc tố trong cơ thể, từ đó tăng cường sức khỏe cho làn da.<br />
Bổ sung vitamin B9 vào thói quen chăm sóc da sẽ giúp bạn nuôi dưỡng và cải thiện kết cấu làn da, hỗ trợ điều trị mụn trứng cá hiệu quả. Ngoài ra, vitamin B9 còn có thể giúp ngăn ngừa quá trình hình thành tóc bạc và tăng sự phát triển của mái tóc.<br />Vitamin B9 (Folate), trước đây gọi là folacin, là thuật ngữ chung cho cả folate và axit folic - dạng monoglutamate oxy hóa hoàn toàn của vitamin. Vitamin B9 và axit folic có tác dụng tương tự. Trong khi Vitamin B9 là chất dinh dưỡng tự nhiên có trong thực phẩm, axit folic là phiên bản nhân tạo bổ sung và thường được sử dụng trong thực phẩm bổ sung, thực phẩm tăng cường.
 
Ket luan:Kiểu gen của bạn có liên quan đến nhu cầu vitamin B9 ở mức bình thường.",trait
nutrition_overall_vitamin_c,Nhu cầu Vitamin C,"Trait: Nhu cầu Vitamin C 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Lựa chọn nguồn vitamin C trong các loại quả mọng, có múi, còn tươi, có thể ăn ngay, như cam, chanh, bưởi, ổi, kiwi...
 Mỗi tuần 1 cốc sinh tố đu đủ, mãng cầu, xoài hay dâu tây (ít đường, hạn chế sữa) càng tuyệt vời cho sức khỏe.
 Làm salad sau với ớt chuông, bắp cải tím giúp phong phú bữa ăn; rau ngót, bông cải xanh, cà chua cần chế biến không quá chín để bảo quản vitamin C tốt.
Vitamin C tự nhiên có trong các loại rau quả tươi, cùng với các vitamin, enzyme và các vi khoáng chất khác. Các chất này sẽ giúp cơ thể nhận biết, hấp thu và chuyển hóa vitamin C trong liều lượng phù hợp với nhu cầu cơ thể nên hiệu quả hơn. Vitamin C dạng tổng hợp tiện dụng nhưng dễ thiếu những vi khoáng chất hỗ trợ cho việc hấp thu. Thực phẩm giàu vitamin C nhất là khi trái cây, rau chưa nấu chín hoặc ăn sống.
 Nấu nướng có thể làm giảm hàm lượng vitamin C trong rau củ, thực phẩm.
 Thời điểm uống vitamin C để hấp thu tốt nhất là uống vào cùng bữa ăn. Tuy nhiên, với trường hợp người bị đau dạ dày thì nên uống vitamin C sau bữa ăn. Đặc biệt, không nên uống vitamin C quá muộn vào buổi tối, vì vitamin C có tính kích thích cao, gây khó ngủ.
Vitamin C tan trong nước, có thời gian bán thải ngắn và không dự trữ trong cơ thể; cho nên cần bổ sung vitamin C hàng ngày, chủ yếu thông qua thực phẩm, rau quả tươi sống. 
Tuy nhiên, khi sử dụng vitamin C tổng hợp (viên uống, siro, chế phẩm dạng tiêm...) quá liều có thể gây thừa và ảnh hưởng đến sức khỏe như buồn nôn, tiêu chảy, tăng nguy cơ sỏi thận… Liều lượng vitamin C được khuyên dùng ở người trưởng thành là 90mg (nam) và 75mg (nữ).
Một số thực phẩm và đồ uống được tăng cường vitamin C. Hãy kiểm tra nhãn mác sản phẩm để biết hàm lượng vitamin tổng hợp đã được thêm vào.
Bên cạnh việc bổ sung tự nhiên qua thực phẩm, vitamin C dạng serum (tinh chất) cũng được bổ sung vào một số dòng sản phẩm dưỡng da. Để gia tăng hiệu quả, các chuyên gia da liễu sử dụng phương pháp điện di, đưa vitamin C dưới dạng ion vào da thông qua dòng điện 1 chiều năng lượng thấp, giúp 
Gioi thieu:Vitamin C có đặc tính chống oxy hóa, tăng khả năng miễn dịch cho cơ thể. Đặc biệt vitamin C là thành phần chính giúp cơ thể sản xuất ra collagen, làm cho thành mạch máu vững bền, phục hồi làn da, cải thiện mái tóc và móng tay. <br />Tuy nhiên, quá trình lão hóa khiến hàm lượng vitamin C suy giảm ở các lớp biểu bì; tương tự khi cơ thể tiếp xúc quá nhiều tia UV, các chất ô nhiễm (như khói thuốc lá, khí ozon). Sự thiếu hụt vitamin C cũng có thể gây còi xương, vết thương lâu lành, dễ nhiễm trùng.<br />
Nguồn gốc cung cấp vitamin C cho da thường được vận chuyển từ máu. Vì vậy, việc bổ sung vi chất qua đường ăn uống sẽ tăng nồng độ vitamin C trong da một cách hiệu quả. Trong thiên nhiên, hầu hết các loại rau quả tươi đều chứa vitamin C. <br />Bên cạnh đó, vitamin C còn có thể được bôi ngoài da; tuy nhiên, khả năng hấp thụ còn phụ thuộc rất nhiều vào độ pH của da. Các chế phẩm chăm sóc da có độ pH dưới 4,0 sẽ hỗ trợ vận chuyển bằng cách thúc đẩy dạng vitamin C chưa tích điện vào sâu bên trong da hơn các sản phẩm trung tính.
 
Ket luan:Đây là nhóm người có nhu cầu cao và thường xuyên với vitamin C. Biểu hiện thiếu vitamin C bao gồm mệt mỏi, uể oải, dễ cáu kính, giảm cân, thở nông, da dẻ thô ráp, vết thương chậm lành và có những nốt xuất huyết.",trait
nutrition_overall_vitamin_d,Nhu cầu Vitamin D,"Trait: Nhu cầu Vitamin D 
Thuoc Nhom: Dinh dưỡng - Vitamin 
Goi y chuyen gia:Các loại cá béo: Cá thu, cá ngừ, cá hồi, cá chình, dầu từ gan cá, gan bò, trứng cá mòi.
 Ngũ cốc ăn sáng, bơ thực vật, sữa, sữa chua, phô mai.
 Nấm: Tuy nhiên, các loại nấm hầu hết chỉ sản xuất ra vitamin D2, trong khi đó cơ thể con người lại sản xuất ra vitamin D3.
 Trứng: Tuy nhiên, Hiệp hội Tim mạch Hoa Kỳ khuyến cáo rằng không nên ăn quá nhiều trứng.
Để đảm bảo cho cơ thể được cung cấp đủ lượng vitamin D, bạn nên tắm nắng khoảng 20-30 phút mỗi ngày vào buổi sáng (trước 9 giờ sáng hoặc sau 4 giờ chiều). Vào mùa đông hoặc do lối sống mà cơ thể không được tắm nắng thường xuyên, dễ thiếu hụt vitamin D, hệ miễn dịch trên da kém, góp phần hình thành mụn trứng cá. 
Trong trường hợp không thể tắm nắng thường xuyên, bạn có thể uống vitamin D thay thế. Khi đó, bạn có thể kiểm soát lượng vitamin D đưa vào cơ thể. 
Gioi thieu:Bạn có biết? Mụn trứng cá sẽ ‘trỗi dậy’ nếu bạn lười tắm nắng.<br />Khi phơi nắng sớm, làn da sẽ giải phóng một loại hóa chất tạo ra vitamin D giúp tăng cường hệ miễn dịch của bạn, làm giảm lượng vi khuẩn trên da. Ngược lại, khi hệ miễn dịch kém do thiếu hụt vitamin D có thể làm tăng dầu nhờn trong tế bào da. Các tuyến bã nhờn bị tắc nghẽn khiến mụn trứng cá hình thành và phát triển.<br /> Ngoài ra, vitamin D hoạt động, còn gọi là calcitriol, bắt đầu bằng vitamin D3 khi ánh sáng Mặt Trời chiếu trực tiếp vào làn da, bắt đầu phản ứng hóa học bên trong tế bào, tạo keratin - vật liệu cấu trúc chính tạo nên những lớp bên ngoài của da người.<br />
Keratin là những tế bào chuyên biệt phân chia liên tục, cung cấp ổn định các tế bào mới cho làn da, chiếm khoảng 95% tế bào da. Vì vậy, việc thiếu vitamin D có thể dẫn đến tình trạng da mỏng hơn, dễ bị tổn thương và kém săn chắc và nhanh lão hóa.
 
Ket luan:Kiểu gen của bạn có liên quan đến nhu cầu vitamin D ở mức bình thường; cơ thể có xu hướng dao động giữa việc thiếu hụt và đầy đủ vitamin D. Vì vậy, hãy duy trì thói quen tắm nắng và bổ sung thực phẩm giàu vitamin D.",trait
pgx_cough_and_cold_preparations_codeine,codeine,"Drug: codeine 
Thuoc Nhom: Thuốc ho và cảm cúm 
Mo ta: Các con đường chính để chuyển hóa codeine xảy ra ở gan, mặc dù một số chuyển hóa xảy ra ở ruột và não. Từ 0 đến 15% codein bị O-demethyl hóa thành morphin, chất chuyển hóa hoạt tính mạnh nhất. Phản ứng chuyển hóa này được thực hiện bởi CYP2D6. Gen được nghiên cứu nhiều nhất liên quan đến di truyền dược lý của con đường codein là CYP2D6 (80% biến thể liên quan đến CYP2D6). Các biến thể CYP2D6 có thể được phân loại thành kiểu hình chuyển hóa kém, PM, (biến thể hoạt động thấp hoặc không), kiểu hình chuyển hóa bình thường NMs (biến thể hoạt động cao hoặc bình thường), kiểu hình chuyển hóa trung bình IM và kiểu hình chuyển hóa siêu nhanh UM (biến thể sao chép nhiều gen). CYP2D6 PMs không thể chuyển đổi codeine thành morphine một cách hiệu quả và do đó có thể không giảm đau, mặc dù điều này có thể khác nhau giữa các mô hình đau thực nghiệm và đau lâm sàng. UM có thể chuyển hóa codeine quá hiệu quả dẫn đến ngộ độc morphin 
Goi y chuyen gia: CPIC:
Đối với người mang kiểu hình này, không có thay đổi về hiệu suất chuyển đổi codein thành morphine.
Sử dụng liều theo tuổi và cân nặng như được khuyến cáo trên nhãn thuốc.",drug
pgx_cough_and_cold_preparations_dextromethorphan,dextromethorphan,"Drug: dextromethorphan 
Thuoc Nhom: Thuốc ho và cảm cúm 
Mo ta: Thông tin này đang được cập nhật. 
Goi y chuyen gia: Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.",drug
pgx_cough_and_cold_preparations_hydrocodone,hydrocodone,"Drug: hydrocodone 
Thuoc Nhom: Thuốc ho và cảm cúm 
Mo ta: CYP2D6 chuyển hydrocodone thành chất chuyển hoá có hoạt tính hydromorphone, tuy nhiên bản thân hydrocodone cũng có hoạt tính opioid. Mối quan hệ giữa nồng độ hydromorphone cũng như hydrocodone và tác dụng giảm đau vẫn chưa rõ ràng. Bằng chứng về ảnh hưởng của CYP2D6 đến dược động học của hydrocodone trên người mang kiểu hình chuyển hoá kém (PMs) đã được chứng minh. Ở người khoẻ mạnh khi dùng hydrocodone, nồng độ đỉnh (Cmax) hydromorphone trong huyết tương thấp hơn 5 lần so với người có kiểu hình chuyển hoá bình thường , tuy nhiên, chưa có đủ dữ liệu để chứng minh rằng sự thay đổi này làm giảm tác dụng giảm đau hoặc các biến cố bất lợi trên kiểu hình chuyển hoá kém. 
Goi y chuyen gia: CPIC:
Đối với người mang kiểu hình này, hiệu suất chuyển đổi hydrocodone thành chất chuyển hoá có hoạt tính - hydromorphone tăng lên.
Sử dụng liều theo tuổi và cân nặng như được khuyến cáo trên nhãn thuốc.",drug
pgx_cough_and_cold_preparations_opium derivatives and expectorants,opium derivatives and expectorants,"Drug: opium derivatives and expectorants 
Thuoc Nhom: Thuốc ho và cảm cúm 
Mo ta: Thông tin này đang được cập nhật. 
Goi y chuyen gia: Tuân thủ khuyến cáo điều trị tiêu chuẩn với tương tác kiểu hình-thuốc này.",drug
pgx_antiinflamatory_and_antirheumatic_celecoxib,celecoxib,"Drug: celecoxib 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: Sau khi uống, celecoxib được hấp thu nhanh chóng và đạt được nồng độ đỉnh trong huyết thanh trong khoảng 3 giờ. Nó được chuyển hóa nhiều ở gan và rất ít thuốc (<3%) được thải trừ dưới dạng không đổi. Các con đường bài tiết chính của celecoxib là phân và nước tiểu. Celecoxib được chuyển hóa chủ yếu thông qua quá trình hydroxyl hóa metyl để tạo thành hydroxycelecoxib. Phản ứng này phần lớn được xúc tác bởi CYP2C9, mặc dù CYP3A4 cũng đóng một vai trò thứ yếu (<25%). Tính đa hình trong CYP2C9 có thể có tác động trực tiếp đến dược động học của celecoxib và sự thay đổi trong đáp ứng thuốc. Kiểu hình chuyển hóa kém (ví dụ: người mang alen CYP2C9 * 3) tăng đáp ứng với celecoxib khi so sánh với kiểu hình chuyển hóa CYP2C9 bình thường. Do đó, các thuốc ức chế CYP2C9 nên được sử dụng thận trọng cho những bệnh nhân đang dùng celecoxib. 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
pgx_antiinflamatory_and_antirheumatic_flurbiprofen,flurbiprofen,"Drug: flurbiprofen 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: Flurbiprofen được cho dưới dạng hỗn hợp raxemic nhưng chỉ đồng phân đối quang S được coi là có tác dụng. Flurbiprofen được chuyển hóa thành các chất chuyển hóa 4’hydroxy, dihydroxy và hydroxy methoxy. Các thí nghiệm in vitro ban đầu với các microsome gan người và các chất ức chế nhắm mục tiêu CYP cho thấy enzym chuyển hóa chính của flurbiprofen là CYP2C9 và cho thấy có sự tham gia nhỏ của CYP1A2. Các nghiên cứu sâu hơn với các protein biểu hiện cụ thể cho thấy enzyme xúc tác chính duy nhất tạo ra 4’-hydroxy flurbiprofen là CYP2C9. Hướng dẫn sử dụng CPIC cho Celecoxib, Flurbiprofen, Ibuprofen và Lornoxicam khuyên nên bắt đầu điều trị với 25-50% liều khởi đầu được khuyến nghị thấp nhất cho kiểu hình chuyển hóa kém của CYP2C9 và điều trị bắt đầu với liều lượng bắt đầu thấp nhất cho kiểu hình chuyển hóa trung bình CYP2C9. Giảm liều Đối với kiểu hình chuyển hóa kém CYP2C9 hoặc người mang * 3 cũng được đề trên nhãn FDA và trong bảng FDA của Hiệp hội dược phẩm vì nó có thể gây ra biến cố trên đường tiêu hóa 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
pgx_antiinflamatory_and_antirheumatic_ibuprofen,ibuprofen,"Drug: ibuprofen 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: Ibuprofen (IBU) được cho dưới dạng hỗn hợp raxemic của các chất đối quang R và S. Sự chuyển hóa chính của IBU là oxy hóa và liên quan đến các enzym cytochrom P450. Có sự khác biệt trong các con đường trao đổi chất được thực hiện bởi các chất đối quang khác nhau; sự chuyển hóa của S-IBU chủ yếu qua CYP2C9 trong khi R-IBU nhiều hơn qua CYP2C8. Trong một nghiên cứu, độ thanh thải IBU bị giảm ở những cá nhân bị mất alen chức năng của CYP2C9 và CYP2C8. Những người có CYP2C9 * 3 hoặc CYP2C8 * 3 có độ thanh thải IBU hỗn hợp racemic thấp hơn so với CYP2C9 * 1 và CYP2C8 * 1 và những người có cả CYP2C8 * 3 và CYP2C9 * 2 có độ thanh thải thấp hơn đáng kể. Một số nghiên cứu ở Pháp, Ý, Tây Ban Nha, người dùng NSAID bị chảy máu dạ dày tá tràng, có tần số cao hơn đáng kể của kiểu gen CYP2C9 * 1/* 2 và CYP2C9 * 1/* 3 khi so sánh đối chứng  . 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
pgx_antiinflamatory_and_antirheumatic_lornoxicam,lornoxicam,"Drug: lornoxicam 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: Lornoxicam có thời gian bán thải ngắn 3-5 giờ. Nó được chuyển hóa thành 5'-hydroxylornoxicam bởi CYP2C9. Hướng dẫn sử dụng CPIC cho Celecoxib, Flurbiprofen, Ibuprofen và Lornoxicam khuyên nên bắt đầu điều trị với 25-50% liều khởi đầu được khuyến nghị thấp nhất cho kiểu hình chuyển hóa kém của CYP2C9 và điều trị bắt đầu với liều lượng bắt đầu thấp nhất cho kiểu hình chuyển hóa trung bình CYP2C9. Giảm liều Đối với kiểu hình chuyển hóa kém CYP2C9 hoặc người mang * 3 cũng được đề trên nhãn FDA và trong bảng FDA của Hiệp hội dược phẩm vì nó có thể gây ra biến cố trên đường tiêu hóa 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
pgx_antiinflamatory_and_antirheumatic_meloxicam,meloxicam,"Drug: meloxicam 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: 5'-hydroxymeloxicam là một trong 4 chất chuyển hoá của meloxicam được tìm thấy trong nước tiểu, được tạo thành chủ yếu bởi CYP2C9. Đã có các bằng chứng chứng minh mối liên quan giữa kiểu gen CYP2C9 với sự thay đổi kiểu hình trong hoạt tính chuyển hoá của CYP2C9 và nồng độ các thuốc chống viêm không steroid (NSAIDs) trong huyết tương. Kiểu hình CYP2C9 chuyển hoá trung bình (IM) và chuyển hoá kém (PM) gây ảnh hưởng đến nồng độ NSAIDs trong huyết tương do làm giảm thanh thải qua chuyển hoá, dẫn đến kiếu dài thời gian bán thải của thuốc trong huyết tương. 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
pgx_antiinflamatory_and_antirheumatic_piroxicam,piroxicam,"Drug: piroxicam 
Thuoc Nhom: Thuốc chống viêm và giảm đau 
Mo ta: Piroxicam là một loại thuốc chống viêm không steroid (NSAID). FDA đề nghị xem xét giảm liều ở kiểu hình chuyển hóa kém CYP2C9. Piroxicam chủ yếu được chuyển hóa thành chất chuyển hóa không hoạt tính 5’-hydroxypiroxicam qua CYP2C9. Hướng dẫn Liều lượng CPIC cho piroxicam khuyến cáo rằng những chất chuyển hóa kém CYP2C9 và những chất chuyển hóa trung gian nên chọn một liệu pháp thay thế không được chuyển hóa bởi CYP2C9 hoặc không bị ảnh hưởng đáng kể bởi các biến thể di truyền CYP2C9 in vivo hoặc chọn một NSAID được chuyển hóa bởi CYP2C9 nhưng có thời gian bán thải ngắn hơn. 
Goi y chuyen gia: CPIC:
Bắt đầu trị liệu với liều khởi đầu được khuyến cáo. Theo thông tin kê đơn, sử dụng liều thấp nhất mà đạt được hiệu quả trong thời gian ngắn nhất phù hợp với mục tiêu chữa trị của từng bệnh nhân.",drug
